Route_start|Route_end|Reference_time|Interval(days)|Area_size|Duration(s)|Number_of_records
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|64.5189640522|30341
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|43.4374008179|31818
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-02-15 00:00:00|60|0.8|56.5281391144|35043
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-04-01 00:00:00|60|0.8|59.1172308922|38182
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-06-15 00:00:00|60|0.8|90.4470500946|35827
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-08-01 00:00:00|60|0.8|61.0426380634|33467
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-10-15 00:00:00|60|0.8|65.5874919891|33855
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-12-01 00:00:00|60|0.8|46.300039053|35735
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-02-15 00:00:00|60|0.8|43.370814085|4301
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-04-01 00:00:00|60|0.8|45.3810172081|4855
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-06-15 00:00:00|60|0.8|77.9187390804|4595
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-08-01 00:00:00|60|0.8|48.9052331448|4381
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-10-15 00:00:00|60|0.8|54.76770401|4651
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-12-01 00:00:00|60|0.8|38.1125411987|4544
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.8|39.4001190662|789
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.8|41.7035489082|1115
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.8|70.7935180664|1022
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.8|52.2967300415|1001
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|52.4780678749|1092
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|33.6475551128|934
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|90|0.1|1.82821583748|122
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|90|0.1|1.62559294701|157
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|90|0.1|1.73280096054|138
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|90|0.1|1.18824601173|130
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|90|0.1|1.62200093269|109
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|90|0.1|1.10914206505|103
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|90|0.1|1.56938791275|137
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|90|0.1|1.57700300217|166
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|90|0.1|1.64776206017|156
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|90|0.1|1.13643288612|128
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|90|0.1|1.55403399467|120
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|90|0.1|1.09717392921|115
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|90|0.1|1.88259387016|732
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|90|0.1|1.70187306404|797
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|90|0.1|1.88551998138|697
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|90|0.1|1.42274689674|689
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|90|0.1|1.79474902153|651
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|90|0.1|1.28602480888|658
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|90|0.1|1.34656095505|219
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|90|0.1|1.24342894554|224
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|90|0.1|1.34461784363|196
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|90|0.1|0.972900867462|206
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|90|0.1|1.2635910511|188
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|90|0.1|0.972187995911|198
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|90|0.1|1.49447798729|106
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|90|0.1|1.51107692719|133
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|90|0.1|1.60244107246|130
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|90|0.1|1.12499594688|117
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|90|0.1|1.48858594894|101
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|90|0.1|1.09388017654|86
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|90|0.1|1.95275092125|587
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|90|0.1|1.8402299881|606
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|90|0.1|2.04054498672|570
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|90|0.1|1.50018501282|617
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|90|0.1|1.89385604858|540
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|90|0.1|1.4298210144|518
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-02-15 00:00:00|90|0.1|0.995675802231|1
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-04-01 00:00:00|90|0.1|1.03849887848|1
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-06-15 00:00:00|90|0.1|1.06415700912|2
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-08-01 00:00:00|90|0.1|0.742270946503|1
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-10-15 00:00:00|90|0.1|0.997413873672|1
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-12-01 00:00:00|90|0.1|0.763463020325|3
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|90|0.1|0.94539308548|0
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|90|0.1|0.940229892731|0
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|90|0.1|1.37589097023|1
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|90|0.1|0.674489974976|0
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|90|0.1|0.914929151535|0
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|90|0.1|0.663484096527|0
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|90|0.1|1.38302183151|21
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|90|0.1|1.3734588623|23
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|90|0.1|1.38664793968|23
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|90|0.1|1.06943798065|24
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|90|0.1|1.33368587494|21
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|90|0.1|1.04462790489|24
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|90|0.1|1.41219615936|22
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|90|0.1|1.42808890343|32
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|90|0.1|1.41630911827|36
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|90|0.1|1.00492596626|36
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|90|0.1|1.29955005646|33
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|90|0.1|0.99362206459|28
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|90|0.1|0.696429014206|15
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|90|0.1|0.619779109955|13
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|90|0.1|0.675872087479|16
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|90|0.1|0.459394931793|16
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|90|0.1|0.61950802803|24
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|90|0.1|0.463428974152|18
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-02-15 00:00:00|90|0.1|1.31681084633|3
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-04-01 00:00:00|90|0.1|1.35065603256|3
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-06-15 00:00:00|90|0.1|1.34014415741|4
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-08-01 00:00:00|90|0.1|0.956233978271|1
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-10-15 00:00:00|90|0.1|1.27151703835|6
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-12-01 00:00:00|90|0.1|0.996457099915|7
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-02-15 00:00:00|90|0.1|1.30366802216|1
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-04-01 00:00:00|90|0.1|1.34261322021|0
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-06-15 00:00:00|90|0.1|1.38126206398|2
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-08-01 00:00:00|90|0.1|0.972539186478|2
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-10-15 00:00:00|90|0.1|1.255464077|0
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-12-01 00:00:00|90|0.1|0.978971004486|0
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|90|0.1|0.471927881241|0
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|90|0.1|0.431272983551|0
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|90|0.1|0.461894989014|0
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|90|0.1|0.316547870636|0
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|90|0.1|0.514737129211|0
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|90|0.1|0.308875083923|0
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|90|0.3|68.051281929|7008
